Registration Date,Matching Fields,收货人,收货人所在国家,Consignee Full Address,Consignee Profile,Consignee Trade Roles,发货人,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,发货人贸易角色,Origin Country,HS Code (Original Format),hs_2,HTS 海关编码,Goods Shipped,Item Quantity,Item Quantity Unit,重量 (公斤),价值 (美金)
2020-06-30,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Quantum Steels Llc,"5223 W Orem Dr, Houston, TX 77045, USA",,,,https://panjiva.com/Quantum-Steels-Llc/86780619,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURAL STEEL SCRAP,251.24,TNE,251240.0,62307.52
2020-06-29,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Taison Global Metals Inc.,"1330 Valley Vista Dr, Diamond Bar, CA 91765, USA",,,,https://panjiva.com/Taison-Global-Metals-Inc/47869870,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURAL STEEL SCRAP,297.765,TNE,297765.0,79503.26
2020-06-29,HS Code (2-digit),Eta Indonesia,Indonesia,"Jl. Berbek Industri III No.5, Berbek Industri, Berbek, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256, Indonesia",https://panjiva.com/Eta-Indonesia/86448582,,Engineered Materials Solutions,"39 Perry Avenue, Attleboro, MA 02703, USA",jroy@emsclad.com,+1 508 342 2100,,https://panjiva.com/Engineered-Materials-Solutions/5570262,,United States,7220.9,72.0,72209010,"BIM.B250R-TM14 0,280 MM X 15MM GES.",70.0,KGM,69.85,6283.27
2020-06-29,Goods Shipped,Schlumberger Geophysics Nusantara,Indonesia,"3, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Schlumberger-Geophysics-Nusantara/86460009,Manufacturer,Petroleum Equipment Supllies Fz,PO BOX 262644 JEBEL ALI FREE ZONE DUBAI AE,,,,https://panjiva.com/Petroleum-Equipment-Supllies-Fz/86783769,Wholesale,United States,7326.9,73.0,73269099,REEL 72 HEAVYDUTY,1.0,PCE,355.16,891.86
2020-06-29,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Taison Global Metals Inc.,"1330 Valley Vista Dr, Diamond Bar, CA 91765, USA",,,,https://panjiva.com/Taison-Global-Metals-Inc/47869870,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURAL STEEL SCRAP,504.996,TNE,504996.0,134833.93
2020-06-29,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,American Iron & Metal Usa Inc.,"874 Walker Rd SUITE C, Dover, DE 19904, USA",,,,https://panjiva.com/American-Iron-Metal-USA-Inc/86803363,,United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,512.031,TNE,512031.0,122887.44
2020-06-29,HS Code (2-digit),Eta Indonesia,Indonesia,"Jl. Berbek Industri III No.5, Berbek Industri, Berbek, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256, Indonesia",https://panjiva.com/Eta-Indonesia/86448582,,Engineered Materials Solutions,"39 Perry Avenue, Attleboro, MA 02703, USA",jroy@emsclad.com,+1 508 342 2100,,https://panjiva.com/Engineered-Materials-Solutions/5570262,,United States,7220.9,72.0,72209010,"BIM.P675R-TM2 0,203MM X 15MM GES.",115.0,KGM,114.76,10330.99
2020-06-26,HS Code (2-digit),Berca Niaga Medika,Indonesia,"Jalan Abdul Muis No.62 RT.4/RW.3 Petojo Selatan Gambir 3 3, RT.3/RW.3, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160, Indonesia",https://panjiva.com/Berca-Niaga-Medika/86455957,,Agilent Technologies Singapore,ACCOUNTS RECEIVABLE NO 1 YISHUN AVENUE 7 SINGAPORE,,,,https://panjiva.com/Agilent-Technologies-Singapore/86648046,Wholesale,United States,7223.0,72.0,72230090,"ACC FOR AGILENT 5977B,CAPILLARY CLEANING BAIK",2.0,EA,41.0,133.5
2020-06-25,Goods Shipped,Pall Filtration Indonesia,Indonesia,"Jl. TB Simatupang No.Kav. 88, RT.1/RW.1, Kebagusan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",https://panjiva.com/Pall-Filtration-Indonesia/86462391,Manufacturer,Pall Life Sciences Puerto Rico Llc,PALL BOULEVARD 98 ROAD 194 FAJARDO PR 00738 USA,,,,https://panjiva.com/Pall-Life-Sciences-Puerto-Rico-Llc/86804833,Manufacturer,United States,8421.39,84.0,84213990,"VENT, ACRO 50 0.2 UM PTFE 72/PK BAIK & BARU",10.0,EA,0.0,2335.29
2020-06-25,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Minicircuits Lab,"13 Neptune Ave, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Minicircuits-Lab/86784815,,United States,7217.2,72.0,72172091,CORE NO CC B.136X.077 4.3KROHS,60000.0,PCE,4.61,4030.03
2020-06-25,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Minicircuits Lab,"13 Neptune Ave, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Minicircuits-Lab/86784815,,United States,7217.2,72.0,72172091,CORE .080/.046/.040 10K   ROHS,30000.0,PCE,1.53,1337.84
2020-06-25,HS Code (2-digit),Sumber Daya Steel,Indonesia,"RT.001/RW.005, Alam Jaya, Kec. Jatiuwung, Kota Tangerang, Banten 15133, Indonesia",https://panjiva.com/Sumber-Daya-Steel/86462644,,Polylink Global,170422 RICHARDS STREET VANCOUVER BC V6B 2Z4 CAN,,,,https://panjiva.com/Polylink-Global/86782724,,United States,7204.49,72.0,72044900,STEEL SCRAP BUSHELING BUNDLE KOND:BAIK&BEKAS,264.519,TNE,264519.0,83323.49
2020-06-25,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Urjita Electronics,IN UNIT 3639 SDF III PHASE II MEPZSPL ECONOMIC ZONE,,,,https://panjiva.com/Urjita-Electronics/86781098,,United States,7217.2,72.0,72172091,CORES,12195.0,PCE,0.44,281.99
2020-06-24,Goods Shipped,Gilang Berkat Usaha,Indonesia,"Golf Lake Residence, Victoria Hills 5 No.6 7, RW.018, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia",https://panjiva.com/Gilang-Berkat-Usaha/86446472,,Suntrade Exp. Services,"5924 Melvin Avenue, Tarzana, CA 91356, USA",,+1 818 344 6700,,https://panjiva.com/Suntrade-Exp-Services/20847022,"Trading Company, Wholesale",United States,809.3,8.0,8093000,FRESH NECTARINE SIZE 70/72 KD.BAIK/BARU,15.0,CS,0.0,812.54
2020-06-24,HS Code (2-digit),Sulzer Indonesia,Indonesia,"Dangdeur, Bungursari, Purwakarta Regency, West Java 41181, Indonesia",https://panjiva.com/Sulzer-Indonesia/86460181,,Ulbrich Shaped Wire,"55 Defco Park Rd, North Haven, CT 06473, USA",,,,https://panjiva.com/Ulbrich-Shaped-Wire/86780772,Manufacturer,United States,7223.0,72.0,72230090,STAINLESS STEEL WIRE TYPE 410,103.0,LBR,0.0,2745.7
2020-06-24,HS Code (2-digit),Growth Asia,Indonesia,"Jl. Kol. Yos Sudarso, Kota Medan, Sumatera Utara, Indonesia",https://panjiva.com/Growth-Asia/86443324,Manufacturer,Mill Direct Services,"6490 S McCarran Blvd C25, Reno, NV 89509, USA",,,,https://panjiva.com/Mill-Direct-Services/86791286,Manufacturer,United States,7204.29,72.0,72042900,USED MILL LINERS FOUNDRY STEEL (SCRAP LOW ALLOY STEEL),104.871,TNE,104871.0,31461.3
2020-06-23,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,Naraindas Essardas Sons Pte,111 NORTH BRIDGE ROAD 1605 PENINSULA PLAZA,,,,https://panjiva.com/Naraindas-Essardas-Sons-Pte/86793763,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURAL STEEL SCRAP,499.549,TNE,499549.0,133879.13
2020-06-23,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,Naraindas Essardas Sons Pte,111 NORTH BRIDGE ROAD 1605 PENINSULA PLAZA,,,,https://panjiva.com/Naraindas-Essardas-Sons-Pte/86793763,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURALS STEEL SCRAP,198.636,TNE,198636.0,50652.18
2020-06-23,HS Code (2-digit),Growth Asia,Indonesia,"Jl. Kol. Yos Sudarso, Kota Medan, Sumatera Utara, Indonesia",https://panjiva.com/Growth-Asia/86443324,Manufacturer,Mc3 Resources Usa,"8057 City View Pl, Rancho Cucamonga, CA 91730, USA",,,,https://panjiva.com/Mc3-Resources-USA/86791059,,United States,7204.49,72.0,72044900,SCRAP STEEL PNS,123.914,TNE,123914.0,39032.91
2020-06-22,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,Naraindas Essardas Sons Pte,111 NORTH BRIDGE ROAD 1605 PENINSULA PLAZA,,,,https://panjiva.com/Naraindas-Essardas-Sons-Pte/86793763,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURAL STEEL SCRAP,504.683,TNE,504683.0,135255.04
2020-06-22,HS Code (2-digit),Japan Drilling Indonesia,Indonesia,"Jl. Jend. Sudirman No.Kav. 1, RT.10/RW.11, Karet Tengsin, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",https://panjiva.com/Japan-Drilling-Indonesia/86439098,,Japan Drilling Singapore Branch,LOYANG OFFSHORE SUPPLY BASE 23 LOYANG CRESCENT T,,,,https://panjiva.com/Japan-Drilling-Singapore-Branch/86652806,Wholesale,United States,7223.0,72.0,72230090,"44401 BRADY STAINLESS STEEL SQUARE TAGS, CONSIST OF 25PCS PER PKG",2.0,NMP,0.0,109.04
2020-06-22,Goods Shipped,Dwi Maju,Indonesia,"Jl. Roa Malaka Utara No.14, RT.7/RW.3, Roa Malaka, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11230, Indonesia",https://panjiva.com/Dwi-Maju/86446441,,3 M Gcs,"McKnight Rd N, St Paul, MN 55119, USA",,,,https://panjiva.com/3-M-Gcs/86658517,,United States,3919.1,39.0,39191020,"SELF ADHESIVE TAPE( OFFICE & LABORATORY SUPPLIES ) 810, 3/4 X 72 (48)",15.0,BX,68.505,1665.86
2020-06-22,HS Code (2-digit),Fluid Sciences Batam,,LOT 512 JL DELIMA BIPBATAMED,https://panjiva.com/Fluid-Sciences-Batam/86447980,Manufacturer,Elgiloy Speciality Metals,"1565 Fleetwood Dr, Elgin, IL 60123, USA",,,,https://panjiva.com/Elgiloy-Speciality-Metals/86805941,Manufacturer,United States,7222.3,72.0,72223090,FINISHED STEEL,1.0,EA,16.33,10.0
2020-06-22,Goods Shipped,Dwi Maju,Indonesia,"Jl. Roa Malaka Utara No.14, RT.7/RW.3, Roa Malaka, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11230, Indonesia",https://panjiva.com/Dwi-Maju/86446441,,3 M Gcs,"McKnight Rd N, St Paul, MN 55119, USA",,,,https://panjiva.com/3-M-Gcs/86658517,,United States,3919.1,39.0,39191020,SELF ADHESIVE TAPE( OFFICE & LABORATORY SUPPLIES ) 136 (72),17.0,BX,28.8432,969.04
2020-06-22,Goods Shipped,Schlumberger Geophysics Nusantara,Indonesia,"3, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Schlumberger-Geophysics-Nusantara/86460009,Manufacturer,Petroleum Equipment Supllies Fz,PO BOX 262644 JEBEL ALI FREE ZONE DUBAI AE,,,,https://panjiva.com/Petroleum-Equipment-Supllies-Fz/86783769,Wholesale,United States,7326.9,73.0,73269099,ADAPTER LOWER 4.72 HDF/HDF FILL SUB,2.0,PCE,20.68,10370.65
2020-06-22,Goods Shipped,Dwi Maju,Indonesia,"Jl. Roa Malaka Utara No.14, RT.7/RW.3, Roa Malaka, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11230, Indonesia",https://panjiva.com/Dwi-Maju/86446441,,3 M Gcs,"McKnight Rd N, St Paul, MN 55119, USA",,,,https://panjiva.com/3-M-Gcs/86658517,,United States,3919.1,39.0,39191020,"SELF ADHESIVE TAPE( OFFICE & LABORATORY SUPPLIES ) 810,1X 72 (36)",10.0,BX,50.25,1078.63
2020-06-22,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,Naraindas Essardas Sons Pte,111 NORTH BRIDGE ROAD 1605 PENINSULA PLAZA,,,,https://panjiva.com/Naraindas-Essardas-Sons-Pte/86793763,,United States,7204.49,72.0,72044900,BUSHELLING STEEL SCRAP,468.379,TNE,468379.0,127867.47
2020-06-19,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,Naraindas Essardas Sons Pte,111 NORTH BRIDGE ROAD 1605 PENINSULA PLAZA,,,,https://panjiva.com/Naraindas-Essardas-Sons-Pte/86793763,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURAL STEEL SCRAP,488.501,TNE,488501.0,130918.27
2020-06-19,Goods Shipped,Saga Trade Murni,Indonesia,"Jl. Letjen M.T. Haryono No.Kav. 33, RT.3/RW.2, Cikoko, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770, Indonesia",https://panjiva.com/Saga-Trade-Murni/86470603,Trading Company,Oil State Industries,"1720 Plum St, Lampasas, TX 76550, USA",,,,https://panjiva.com/Oil-State-Industries/86783029,Manufacturer,United States,4016.99,40.0,40169959,"CUP, PACKER GWD 13-3/8 HD48-72 PPF",5.0,EA,0.0,5049.98
2020-06-19,Goods Shipped,Schlumberger Geophysics Nusantara,Indonesia,"3, Jl. Gatot Subroto No.42, RT.3/RW.2, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",https://panjiva.com/Schlumberger-Geophysics-Nusantara/86460009,Manufacturer,Petroleum Equipment Supllies Fz,PO BOX 262644 JEBEL ALI FREE ZONE DUBAI AE,,,,https://panjiva.com/Petroleum-Equipment-Supllies-Fz/86783769,Wholesale,United States,7326.9,73.0,73269099,REEL 72 HEAVYDUTY,1.0,PCE,355.0,897.22
2020-06-19,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,Naraindas Essardas Sons Pte,111 NORTH BRIDGE ROAD 1605 PENINSULA PLAZA,,,,https://panjiva.com/Naraindas-Essardas-Sons-Pte/86793763,,United States,7204.49,72.0,72044900,PLATES AND STRUCTURALS STEEL SCRAP,295.224,TNE,295224.0,75282.12
2020-06-18,HS Code (2-digit),Asia Pacific Yarn,Indonesia,"Jl. M.H. Thamrin No.31, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",https://panjiva.com/Asia-Pacific-Yarn/88127597,,Forindo Pte,"8625 Grant Rd, St. Louis, MO 63123, USA",,,,https://panjiva.com/Forindo-Pte/86665446,Manufacturer,United States,7220.9,72.0,72209090,PLATE;WEIR;2.5H-MTH-PART 28,1.0,PCE,1.86,1625.79
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE BL R.138X.07X.08.37K ROHS,15000.0,PCE,1.0,744.89
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE .072SQ.090HT 6.5-15K ROHS,10000.0,PCE,0.75,561.56
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE ORG B .070THK .035K  ROHS,10000.0,PCE,0.57,423.92
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE BLU .10SQ .030HT.37K ROHS,20000.0,PCE,2.13,1585.58
2020-06-18,HS Code (2-digit),Asia Pacific Yarn,Indonesia,"Jl. M.H. Thamrin No.31, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",https://panjiva.com/Asia-Pacific-Yarn/88127597,,Forindo Pte,"8625 Grant Rd, St. Louis, MO 63123, USA",,,,https://panjiva.com/Forindo-Pte/86665446,Manufacturer,United States,7220.9,72.0,72209090,PLATE;WEIR;2.5H-MTH-PART 27,1.0,PCE,2.57,2244.01
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE BLU B.083X.031 .370K ROHS,20000.0,PCE,1.45,1079.08
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE.096X.08X.04 10K1.5-4UROHS,15000.0,PCE,0.76,569.82
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE T .155X.088X.05 10K  ROHS,5000.0,PCE,2.81,2092.09
2020-06-18,HS Code (2-digit),Asia Pacific Yarn,Indonesia,"Jl. M.H. Thamrin No.31, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",https://panjiva.com/Asia-Pacific-Yarn/88127597,,Forindo Pte,"8625 Grant Rd, St. Louis, MO 63123, USA",,,,https://panjiva.com/Forindo-Pte/86665446,Manufacturer,United States,7220.9,72.0,72209090,PLATE;WEIR;5H-MSH-ITEM NO 27,1.0,PCE,2.63,2301.49
2020-06-18,HS Code (2-digit),Asia Pacific Yarn,Indonesia,"Jl. M.H. Thamrin No.31, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",https://panjiva.com/Asia-Pacific-Yarn/88127597,,Forindo Pte,"8625 Grant Rd, St. Louis, MO 63123, USA",,,,https://panjiva.com/Forindo-Pte/86665446,Manufacturer,United States,7220.9,72.0,72209090,PLATE;WEIR;5H-MSH-PART28,1.0,PCE,1.86,1625.79
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE WHT B 7.5K ROHS,5000.0,PCE,0.38,286.29
2020-06-18,Goods Shipped,Vision Teknik,Indonesia,"Jl. Letjen S. Parman No.6, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",https://panjiva.com/Vision-Teknik/86469680,,Suez Wts Analytical Instruments Inc.,"Spine Rd, Boulder, CO 80301, USA",,,,https://panjiva.com/Suez-Wts-Analytical-Instruments-Inc/46465392,Manufacturer,United States,7017.1,70.0,70171010,"HMI 90606 CERTIFIED TOC VIALS, 40 ML 72/CS",5.0,EA,0.0,550.58
2020-06-18,Goods Shipped,Endresshauser Indonesia,Indonesia,"WIsma Bakrie 2, Jl. H. R. Rasuna Said No.Kav B-2, RT.11/RW.7, Kuningan, Karet Kuningan, Setia Budi, Jakarta, Daerah Khusus Ibukota Jakarta 12940, Indonesia",https://panjiva.com/Endresshauser-Indonesia/86441426,,Endress Hauser,"2340 Endress Pl, Greenwood, IN 46143, USA",,,,https://panjiva.com/Endress-Hauser/86665057,,United States,9026.2,90.0,90262030,FMD72-16L50/115 DELTABAR FMD 72,3.0,PCE,0.0,5762.2
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE WHT SQ .047HT .006K  ROHS,24955.0,PCE,0.93,692.45
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE RED B .081X.031 7.5K ROHS,210000.0,PCE,11.47,8555.55
2020-06-18,HS Code (2-digit),Asia Pacific Yarn,Indonesia,"Jl. M.H. Thamrin No.31, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",https://panjiva.com/Asia-Pacific-Yarn/88127597,,Forindo Pte,"8625 Grant Rd, St. Louis, MO 63123, USA",,,,https://panjiva.com/Forindo-Pte/86665446,Manufacturer,United States,7220.9,72.0,72209090,PLATE;WEIR;2.50MTHS-1652-1/2-ITEM 28,1.0,PCE,0.6,521.69
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE ORG SQ .047HT .035K  ROHS,14990.0,PCE,0.71,528.18
2020-06-18,HS Code (2-digit),Asia Pacific Yarn,Indonesia,"Jl. M.H. Thamrin No.31, RT.9/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",https://panjiva.com/Asia-Pacific-Yarn/88127597,,Forindo Pte,"1300 N Airport Rd, Phillips, WI 54555, USA",,,,https://panjiva.com/Forindo-Pte/86661780,,United States,7220.9,72.0,72209090,PLATE;PEMCO;18-19415,1.0,PCE,0.72,1152.35
2020-06-18,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE NO CC .048THK .0085K ROHS,24980.0,PCE,1.47,1094.71
